case_id,transaction_id,customer_id,event_type,leakage_category,amount,amount_at_risk,timestamp,payment_method,payment_status,failure_reason,checkout_started,checkout_completed,subscription_status,mandate_status,invoice_status,invoice_due_date,days_overdue,retry_count,previous_attempt_count,customer_purchase_count,customer_success_rate,customer_lifetime_value,previous_payment_behavior,customer_opt_out,suspicious_flag,communication_allowed,historical_recovery_behavior,ground_truth_recoverable,ground_truth_recovery_outcome,amount_recovered,recovery_observed,recovery_reason,split
CASE00272,TXN000272,CUST00354,subscription_renewal_failed,failed_subscription,405.7,405.7,2026-06-21 16:00:00,UPI,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,0,0,18,0.918,37964.67,reliable,False,False,True,usually_recovers_via_retry,True,recovered,405.7,True,retry_succeeded,train
CASE00273,TXN000273,CUST00038,payment_failed,failed_payment,769.84,769.84,2026-07-24 10:00:00,UPI,failed,UPI timeout,True,True,,,,,,0,1,4,0.915,5394.5,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00274,TXN000274,CUST00081,payment_failed,failed_payment,2219.04,2219.04,2026-05-28 09:00:00,UPI,failed,insufficient funds,True,True,,,,,,0,0,16,0.95,32617.14,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2219.04,True,retry_succeeded,validation
CASE00275,TXN000275,CUST00203,payment_success,successful,137.77,0.0,2026-07-20 09:00:00,Card,success,,True,True,,,,,,0,0,6,0.921,14310.06,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00276,TXN000276,CUST00420,payment_failed,failed_payment,738.35,738.35,2026-07-31 18:00:00,Netbanking,failed,network failure,True,True,,,,,,0,0,9,0.216,6342.52,frequent_failure,False,False,True,rarely_recovers,True,recovered,738.35,True,retry_succeeded,train
CASE00277,TXN000277,CUST00251,subscription_renewal_failed,failed_subscription,378.33,378.33,2026-07-27 23:00:00,Netbanking,failed_recurring,network failure,,,failed,active_pending_retry,,,,0,1,20,0.787,28580.7,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00278,TXN000278,CUST00172,payment_success,successful,615.66,0.0,2026-07-18 21:00:00,UPI,success,,True,True,,,,,,0,0,5,0.856,10547.38,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00279,TXN000279,CUST00441,subscription_renewal_failed,failed_subscription,603.03,603.03,2026-07-03 15:00:00,Card,failed_recurring,bank decline,,,failed,active_pending_retry,,,,1,1,25,0.909,270987.23,reliable,False,False,True,usually_recovers_via_retry,True,recovered,603.03,True,retry_succeeded,train
CASE00280,TXN000280,CUST00209,payment_failed,failed_payment,2435.33,2435.33,2026-06-21 03:00:00,Card,failed,authentication failure,True,True,,,,,,1,1,1,0.255,2361.45,new,False,False,True,new_customer,True,recovered,2435.33,True,retry_succeeded,train
CASE00281,TXN000281,CUST00193,checkout_abandoned,checkout_abandonment,769.73,769.73,2026-07-10 04:00:00,UPI,abandoned,,True,False,,,,,,0,0,0,0.653,1880.63,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00282,TXN000282,CUST00183,subscription_renewal_failed,failed_subscription,291.27,291.27,2026-07-04 00:00:00,Netbanking,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,5,0.759,3538.56,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,291.27,True,retry_succeeded,validation
CASE00283,TXN000283,CUST00138,invoice_overdue,overdue_receivable,6945.5,6945.5,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-24,27.0,0,0,3,0.825,4864.77,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,5590.02,True,paid_after_reminder_or_link,test
CASE00284,TXN000284,CUST00144,checkout_abandoned,checkout_abandonment,5112.0,5112.0,2026-05-27 08:00:00,UPI,abandoned,,True,False,,,,,,0,0,19,0.922,18375.78,reliable,False,False,True,usually_recovers_via_retry,True,recovered,5112.0,True,paid_after_reminder_or_link,train
CASE00285,TXN000285,CUST00318,payment_success,successful,1274.43,0.0,2026-07-23 08:00:00,UPI,success,,True,True,,,,,,0,0,22,0.891,58256.72,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00286,TXN000286,CUST00017,payment_success,successful,11397.1,0.0,2026-06-21 20:00:00,UPI,success,,True,True,,,,,,0,0,22,0.86,16663.68,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00287,TXN000287,CUST00314,checkout_abandoned,checkout_abandonment,1014.24,1014.24,2026-07-13 12:00:00,Netbanking,abandoned,,True,False,,,,,,0,0,11,0.953,11515.43,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1014.24,True,paid_after_reminder_or_link,train
CASE00288,TXN000288,CUST00087,payment_success,successful,1348.12,0.0,2026-05-29 04:00:00,Wallet,success,,True,True,,,,,,0,0,14,0.863,59196.49,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00289,TXN000289,CUST00170,checkout_abandoned,checkout_abandonment,2548.34,2548.34,2026-08-18 12:00:00,UPI,abandoned,,True,False,,,,,,0,0,8,0.23,2772.64,frequent_failure,False,False,True,rarely_recovers,True,recovered,2548.34,True,paid_after_reminder_or_link,train
CASE00290,TXN000290,CUST00063,payment_success,successful,674.03,0.0,2026-08-14 19:00:00,Card,success,,True,True,,,,,,0,0,13,0.975,21928.36,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00291,TXN000291,CUST00247,subscription_renewal_failed,failed_subscription,428.29,428.29,2026-06-01 16:00:00,UPI,failed_recurring,UPI timeout,,,failed,active_pending_retry,,,,0,0,18,0.904,34885.55,reliable,False,False,True,usually_recovers_via_retry,True,recovered,428.29,True,retry_succeeded,train
CASE00292,TXN000292,CUST00334,subscription_renewal_failed,failed_subscription,2404.84,2404.84,2026-06-09 21:00:00,Netbanking,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,25,0.673,142245.16,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2404.84,True,retry_succeeded,validation
CASE00293,TXN000293,CUST00158,payment_failed,failed_payment,1622.91,1622.91,2026-07-18 01:00:00,UPI,failed,bank decline,True,True,,,,,,0,1,8,0.859,32037.94,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1622.91,True,retry_succeeded,train
CASE00294,TXN000294,CUST00069,payment_success,successful,6708.46,0.0,2026-06-26 20:00:00,UPI,success,,True,True,,,,,,0,0,0,0.644,2548.0,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00295,TXN000295,CUST00101,invoice_overdue,overdue_receivable,4883.42,4883.42,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-18,2.0,0,2,9,0.489,4338.21,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00296,TXN000296,CUST00370,subscription_renewal_failed,failed_subscription,2406.31,2406.31,2026-07-20 07:00:00,Card,failed_recurring,bank decline,,,failed,active_pending_retry,,,,0,1,26,0.968,225134.82,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2406.31,True,retry_succeeded,train
CASE00297,TXN000297,CUST00118,payment_success,successful,709.9,0.0,2026-08-19 18:00:00,Card,success,,True,True,,,,,,0,0,15,0.922,56091.92,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00298,TXN000298,CUST00353,payment_success,successful,945.88,0.0,2026-08-16 08:00:00,UPI,success,,True,True,,,,,,0,0,16,0.912,59842.74,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00299,TXN000299,CUST00146,payment_failed,failed_payment,908.55,908.55,2026-08-16 18:00:00,Netbanking,failed,network failure,True,True,,,,,,1,1,8,0.76,8703.67,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,908.55,True,retry_succeeded,train
CASE00300,TXN000300,CUST00081,subscription_renewal_failed,failed_subscription,880.42,880.42,2026-05-31 13:00:00,Netbanking,failed_recurring,network failure,,,failed,failed,,,,1,1,16,0.95,32617.14,reliable,False,False,True,usually_recovers_via_retry,True,recovered,880.42,True,retry_succeeded,validation
CASE00301,TXN000301,CUST00333,payment_success,successful,979.91,0.0,2026-06-04 00:00:00,Card,success,,True,True,,,,,,0,0,23,0.798,52289.15,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00302,TXN000302,CUST00211,payment_success,successful,359.4,0.0,2026-07-09 11:00:00,UPI,success,,True,True,,,,,,0,0,11,0.92,36234.63,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00303,TXN000303,CUST00013,payment_success,successful,3027.07,0.0,2026-08-16 01:00:00,Card,success,,True,True,,,,,,0,0,18,0.869,22987.8,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00304,TXN000304,CUST00433,invoice_overdue,overdue_receivable,7232.01,7232.01,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-05,15.0,0,1,19,0.987,25705.94,reliable,False,False,True,usually_recovers_via_retry,True,recovered,6897.08,True,paid_after_reminder_or_link,test
CASE00305,TXN000305,CUST00064,payment_success,successful,5562.43,0.0,2026-07-27 08:00:00,UPI,success,,True,True,,,,,,0,0,11,0.915,20033.02,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00306,TXN000306,CUST00157,checkout_abandoned,checkout_abandonment,1210.05,1210.05,2026-07-12 22:00:00,Card,abandoned,,True,False,,,,,,0,0,6,0.82,3169.5,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1210.05,True,paid_after_reminder_or_link,validation
CASE00307,TXN000307,CUST00170,payment_failed,failed_payment,5752.71,5752.71,2026-06-12 01:00:00,Card,failed,bank decline,True,True,,,,,,1,3,8,0.23,2772.64,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00308,TXN000308,CUST00220,invoice_overdue,overdue_receivable,23040.95,23040.95,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-03,48.0,0,0,8,0.687,3869.46,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,16284.72,True,paid_after_reminder_or_link,train
CASE00309,TXN000309,CUST00357,payment_success,successful,2243.81,0.0,2026-06-18 15:00:00,EMI,success,,True,True,,,,,,0,0,23,0.925,39141.89,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00310,TXN000310,CUST00003,invoice_overdue,overdue_receivable,88720.74,88720.74,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-07-08,43.0,0,0,19,0.855,158834.62,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00311,TXN000311,CUST00421,invoice_overdue,overdue_receivable,8335.07,8335.07,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-05,15.0,0,1,21,0.896,22020.38,reliable,False,False,True,usually_recovers_via_retry,True,recovered,6683.6,True,paid_after_reminder_or_link,train
CASE00312,TXN000312,CUST00298,subscription_renewal_failed,failed_subscription,2075.24,2075.24,2026-07-31 08:00:00,UPI,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,26,0.787,282202.12,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00313,TXN000313,CUST00430,payment_success,successful,3620.8,0.0,2026-08-07 19:00:00,Card,success,,True,True,,,,,,0,0,34,0.822,157901.9,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00314,TXN000314,CUST00370,payment_success,successful,1549.85,0.0,2026-05-24 20:00:00,UPI,success,,True,True,,,,,,0,0,26,0.968,225134.82,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00315,TXN000315,CUST00418,payment_success,successful,2275.51,0.0,2026-07-05 10:00:00,Card,success,,True,True,,,,,,0,0,17,0.968,33387.03,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00316,TXN000316,CUST00274,payment_success,successful,1491.64,0.0,2026-06-01 18:00:00,Wallet,success,,True,True,,,,,,0,0,19,0.86,29005.04,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00317,TXN000317,CUST00159,invoice_overdue,overdue_receivable,2238.17,2238.17,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-11,9.0,0,0,16,0.911,56783.68,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1672.36,True,paid_after_reminder_or_link,train
CASE00318,TXN000318,CUST00198,subscription_renewal_failed,failed_subscription,2458.43,2458.43,2026-07-22 02:00:00,Card,failed_recurring,bank decline,,,failed,failed,,,,0,0,26,0.854,164877.43,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2458.43,True,retry_succeeded,train
CASE00319,TXN000319,CUST00301,checkout_abandoned,checkout_abandonment,1548.27,1548.27,2026-08-07 05:00:00,Card,abandoned,,True,False,,,,,,0,0,21,0.924,56181.23,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1548.27,True,paid_after_reminder_or_link,validation
CASE00320,TXN000320,CUST00189,subscription_renewal_failed,failed_subscription,305.84,305.84,2026-07-06 12:00:00,UPI,failed_recurring,insufficient funds,,,failed,failed,,,,0,4,18,0.943,44580.03,reliable,False,False,True,usually_recovers_via_retry,True,recovered,305.84,True,retry_succeeded,train
CASE00321,TXN000321,CUST00336,payment_success,successful,1398.39,0.0,2026-07-10 02:00:00,UPI,success,,True,True,,,,,,0,0,12,0.967,47171.26,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00322,TXN000322,CUST00041,invoice_overdue,overdue_receivable,5851.15,5851.15,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-05-18,94.0,0,2,3,0.856,10304.89,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00323,TXN000323,CUST00376,payment_failed,failed_payment,4880.08,4880.08,2026-07-03 23:00:00,Wallet,failed,bank decline,True,True,,,,,,0,0,0,0.531,797.07,new,False,False,True,new_customer,True,recovered,4880.08,True,retry_succeeded,train
CASE00324,TXN000324,CUST00089,payment_failed,failed_payment,2888.31,2888.31,2026-08-16 03:00:00,UPI,failed,insufficient funds,True,True,,,,,,0,0,0,0.781,2046.79,new,False,False,True,new_customer,True,recovered,2888.31,True,retry_succeeded,train
CASE00325,TXN000325,CUST00426,subscription_renewal_failed,failed_subscription,743.11,743.11,2026-08-06 10:00:00,Card,failed_recurring,authentication failure,,,failed,active_pending_retry,,,,2,2,27,0.821,141672.15,reliable,False,False,True,usually_recovers_via_retry,True,recovered,743.11,True,retry_succeeded,test
CASE00326,TXN000326,CUST00066,payment_success,successful,2210.08,0.0,2026-08-03 07:00:00,UPI,success,,True,True,,,,,,0,0,16,0.893,50435.87,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00327,TXN000327,CUST00056,payment_success,successful,3527.02,0.0,2026-06-28 18:00:00,Card,success,,True,True,,,,,,0,0,24,0.936,20661.32,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00328,TXN000328,CUST00368,invoice_overdue,overdue_receivable,55152.71,55152.71,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-13,7.0,0,0,23,0.99,46500.46,reliable,True,False,False,usually_recovers_via_retry,False,not_recovered,0.0,True,opted_out_no_contact_possible,train
CASE00329,TXN000329,CUST00370,subscription_renewal_failed,failed_subscription,668.48,668.48,2026-08-07 11:00:00,Wallet,failed_recurring,network failure,,,failed,failed,,,,0,0,26,0.968,225134.82,reliable,False,False,True,usually_recovers_via_retry,True,recovered,668.48,True,retry_succeeded,train
CASE00330,TXN000330,CUST00338,subscription_renewal_failed,failed_subscription,359.91,359.91,2026-06-29 20:00:00,Card,failed_recurring,bank decline,,,failed,active_pending_retry,,,,0,1,18,0.965,38484.92,reliable,False,False,True,usually_recovers_via_retry,True,recovered,359.91,True,retry_succeeded,train
CASE00331,TXN000331,CUST00433,invoice_overdue,overdue_receivable,57350.23,57350.23,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-03-23,150.0,0,1,19,0.987,25705.94,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00332,TXN000332,CUST00119,checkout_abandoned,checkout_abandonment,3732.54,3732.54,2026-06-11 02:00:00,Wallet,abandoned,,True,False,,,,,,0,1,9,0.593,7948.5,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,3732.54,True,paid_after_reminder_or_link,validation
CASE00333,TXN000333,CUST00373,payment_success,successful,1416.98,0.0,2026-08-11 09:00:00,Card,success,,True,True,,,,,,0,0,5,0.797,4529.12,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00334,TXN000334,CUST00157,payment_success,successful,1403.11,0.0,2026-07-11 02:00:00,Card,success,,True,True,,,,,,0,0,6,0.82,3169.5,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,validation
CASE00335,TXN000335,CUST00241,payment_success,successful,2676.08,0.0,2026-06-04 21:00:00,UPI,success,,True,True,,,,,,0,0,26,0.861,83539.16,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00336,TXN000336,CUST00199,invoice_overdue,overdue_receivable,11040.98,11040.98,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-05,15.0,0,0,0,0.645,1234.9,new,False,False,True,new_customer,True,recovered,9212.36,True,paid_after_reminder_or_link,train
CASE00337,TXN000337,CUST00003,invoice_overdue,overdue_receivable,25524.49,25524.49,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-07,13.0,0,2,19,0.855,158834.62,reliable,False,False,True,usually_recovers_via_retry,True,recovered,22541.75,True,paid_after_reminder_or_link,train
CASE00338,TXN000338,CUST00257,checkout_abandoned,checkout_abandonment,7769.86,7769.86,2026-06-11 21:00:00,UPI,abandoned,,True,False,,,,,,0,2,32,0.784,204193.17,reliable,False,False,True,usually_recovers_via_retry,True,recovered,7769.86,True,paid_after_reminder_or_link,train
CASE00339,TXN000339,CUST00343,payment_failed,failed_payment,1351.12,1351.12,2026-08-10 18:00:00,UPI,failed,UPI timeout,True,True,,,,,,1,2,18,0.884,251152.0,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00340,TXN000340,CUST00076,payment_failed,failed_payment,2884.85,2884.85,2026-06-14 20:00:00,Card,failed,bank decline,True,True,,,,,,2,2,4,0.575,13323.38,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,2884.85,True,retry_succeeded,train
CASE00341,TXN000341,CUST00420,payment_failed,failed_payment,440.79,440.79,2026-06-30 17:00:00,Netbanking,failed,bank decline,True,True,,,,,,2,2,9,0.216,6342.52,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00342,TXN000342,CUST00238,invoice_overdue,overdue_receivable,2758.4,2758.4,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-07-22,29.0,0,1,15,0.949,56876.74,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1990.12,True,paid_after_reminder_or_link,train
CASE00343,TXN000343,CUST00078,payment_failed,failed_payment,9180.04,9180.04,2026-08-16 16:00:00,Card,failed,network failure,True,True,,,,,,0,1,19,0.858,59850.47,reliable,False,False,True,usually_recovers_via_retry,True,recovered,9180.04,True,retry_succeeded,validation
CASE00344,TXN000344,CUST00298,payment_success,successful,6056.95,0.0,2026-08-18 05:00:00,Card,success,,True,True,,,,,,0,0,26,0.787,282202.12,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00345,TXN000345,CUST00082,subscription_renewal_failed,failed_subscription,525.48,525.48,2026-07-11 06:00:00,UPI,failed_recurring,insufficient funds,,,failed,failed,,,,0,0,6,0.833,7669.16,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,525.48,True,retry_succeeded,train
CASE00346,TXN000346,CUST00025,payment_success,successful,6077.53,0.0,2026-06-13 10:00:00,UPI,success,,True,True,,,,,,0,0,20,0.933,19585.24,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00347,TXN000347,CUST00316,payment_failed,failed_payment,1969.96,1969.96,2026-05-31 22:00:00,UPI,failed,bank decline,True,True,,,,,,1,2,3,0.83,9138.37,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1969.96,True,retry_succeeded,validation
CASE00348,TXN000348,CUST00049,payment_failed,failed_payment,12199.89,12199.89,2026-06-12 19:00:00,EMI,failed,bank decline,True,True,,,,,,0,0,18,0.886,57894.25,reliable,False,False,True,usually_recovers_via_retry,True,recovered,12199.89,True,retry_succeeded,train
CASE00349,TXN000349,CUST00046,checkout_abandoned,checkout_abandonment,18612.82,18612.82,2026-05-29 15:00:00,UPI,abandoned,,True,False,,,,,,0,1,30,0.931,242403.59,reliable,False,False,True,usually_recovers_via_retry,True,recovered,18612.82,True,paid_after_reminder_or_link,train
CASE00350,TXN000350,CUST00339,invoice_overdue,overdue_receivable,6565.68,6565.68,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-06-22,59.0,0,1,0,0.556,718.35,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00351,TXN000351,CUST00023,checkout_abandoned,checkout_abandonment,1435.52,1435.52,2026-06-19 09:00:00,UPI,abandoned,,True,False,,,,,,0,1,10,0.181,6316.7,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00352,TXN000352,CUST00367,payment_success,successful,1809.21,0.0,2026-05-31 12:00:00,UPI,success,,True,True,,,,,,0,0,20,0.885,59921.52,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00353,TXN000353,CUST00360,payment_success,successful,1077.98,0.0,2026-05-24 16:00:00,UPI,success,,True,True,,,,,,0,0,18,0.774,51280.42,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00354,TXN000354,CUST00061,payment_success,successful,1136.95,0.0,2026-08-02 08:00:00,Card,success,,True,True,,,,,,0,0,16,0.956,48524.62,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00355,TXN000355,CUST00233,invoice_overdue,overdue_receivable,9114.25,9114.25,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-04,47.0,0,0,7,0.2,3197.07,frequent_failure,False,True,False,rarely_recovers,False,not_recovered,0.0,True,high_risk_flag_unrecovered,train
CASE00356,TXN000356,CUST00043,payment_failed,failed_payment,5748.02,5748.02,2026-07-22 00:00:00,UPI,failed,UPI timeout,True,True,,,,,,1,2,15,0.95,23359.48,reliable,False,False,True,usually_recovers_via_retry,True,recovered,5748.02,True,retry_succeeded,test
CASE00357,TXN000357,CUST00291,payment_success,successful,964.59,0.0,2026-06-05 09:00:00,UPI,success,,True,True,,,,,,0,0,24,0.922,258411.58,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00358,TXN000358,CUST00025,invoice_overdue,overdue_receivable,26533.14,26533.14,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-12,8.0,0,1,20,0.933,19585.24,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00359,TXN000359,CUST00427,payment_success,successful,356.27,0.0,2026-08-08 15:00:00,Netbanking,success,,True,True,,,,,,0,0,0,0.95,1605.27,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,test
CASE00360,TXN000360,CUST00092,subscription_renewal_failed,failed_subscription,713.08,713.08,2026-08-01 18:00:00,UPI,failed_recurring,UPI timeout,,,failed,active_pending_retry,,,,0,1,16,0.971,17692.1,reliable,False,False,True,usually_recovers_via_retry,True,recovered,713.08,True,retry_succeeded,train
CASE00361,TXN000361,CUST00315,invoice_overdue,overdue_receivable,15902.43,15902.43,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-04,16.0,0,2,6,0.764,5267.52,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,15410.56,True,paid_after_reminder_or_link,train
CASE00362,TXN000362,CUST00056,payment_success,successful,2157.9,0.0,2026-06-29 08:00:00,Wallet,success,,True,True,,,,,,0,0,24,0.936,20661.32,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00363,TXN000363,CUST00092,payment_success,successful,2671.59,0.0,2026-08-04 01:00:00,UPI,success,,True,True,,,,,,0,0,16,0.971,17692.1,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00364,TXN000364,CUST00201,payment_success,successful,4746.02,0.0,2026-07-07 21:00:00,Wallet,success,,True,True,,,,,,0,0,19,0.886,15711.15,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00365,TXN000365,CUST00257,payment_success,successful,7320.75,0.0,2026-07-04 15:00:00,UPI,success,,True,True,,,,,,0,0,32,0.784,204193.17,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00366,TXN000366,CUST00450,payment_success,successful,5999.91,0.0,2026-08-13 08:00:00,Netbanking,success,,True,True,,,,,,0,0,17,0.946,42546.74,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00367,TXN000367,CUST00011,payment_success,successful,627.41,0.0,2026-07-05 16:00:00,Netbanking,success,,True,True,,,,,,0,0,5,0.831,10789.79,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00368,TXN000368,CUST00001,payment_success,successful,1088.0,0.0,2026-05-28 09:00:00,Netbanking,success,,True,True,,,,,,0,0,20,0.96,50283.64,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00369,TXN000369,CUST00156,invoice_overdue,overdue_receivable,31744.46,31744.46,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-07-08,43.0,0,0,16,0.598,20883.83,reliable,False,False,True,usually_recovers_via_retry,True,recovered,26141.11,True,paid_after_reminder_or_link,validation
CASE00370,TXN000370,CUST00162,checkout_abandoned,checkout_abandonment,8123.94,8123.94,2026-06-16 07:00:00,UPI,abandoned,,True,False,,,,,,0,0,6,0.434,8914.71,frequent_failure,False,False,True,rarely_recovers,True,recovered,8123.94,True,paid_after_reminder_or_link,train
CASE00371,TXN000371,CUST00398,payment_failed,failed_payment,13796.09,13796.09,2026-06-09 17:00:00,Card,failed,network failure,True,True,,,,,,1,1,8,0.568,5181.79,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,13796.09,True,retry_succeeded,train
CASE00372,TXN000372,CUST00411,payment_success,successful,3344.94,0.0,2026-08-06 15:00:00,UPI,success,,True,True,,,,,,0,0,21,0.884,25153.71,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
